,description,id,created_on,status,project,author,subject,cliente
1510,A danfe estava sobrepondo o ultimo item da primeira folha,8846,23/12/2020,Fechada,Suporte Técnico,Elaine,Danfe está sobrepondo ultimo item,SANDIPEL COM.DE SUP.MAQ.E ASS.TECNICA LTDA
1511,Solicitada reinicialização do MasterNfe,8844,23/12/2020,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1512,Cliente relatou que todos os processos do sistema estão apresentando lentidão.,8842,22/12/2020,Fechada,Suporte Técnico,Elaine,Sistema com lentidão em todos os processos,CASA DA OBRA
1513,Cliente esta reclamando que esta demorando para gravar os pedidos de vendas,6974,16/6/2020,Fechada,Suporte Técnico,Ana,Demora para gravar pedidos,PEGAZA COMERCIO DE PLASTICOS E ESPUMAS
1514,"Ao tentar acessar o sistema das estações, está apresentando erro no atalho  ",8966,11/1/2021,Fechada,Suporte Técnico,Ana,Não esta abrindo o sistema,RG LOCAÇÃO DE EMPILHADEIRAS LTDA
1515,"Ao tentar enviar o email pelo sistema está apresentando a seguinte mensagem ""Unable to login""",8967,11/1/2021,Fechada,Suporte Técnico,Ana,Erro no envio de email,BRO ORTOPEDIA
1516,Encaminhado o e-mail padrão informando que a atualização do sistema já está disponível e aguardando o retorno do cliente.,6972,16/6/2020,Fechada,Suporte Técnico,Enghel,Atualização do sistema,CASA DA OBRA
1517,"
Menu - Movimentações - Saída - Pedido de venda
Filtro - Faturados
Período 01/12/2020 a 31/12/2020

Cliente está tirando o relatório da tela de Entidades com os seguintes filtros, Numero, Emissão, Nota, Total, Data Faturamento, C.F.O.P Dt. Cirurgia, Cliente, Hospital, Nome Usuário Cria, Tot. Pre Faturamento, Data Faturamento, Data/Hora Cria, Usuário Fatura.
!TelaPedido.png!

Ao salvar o relatório em Excel modo paisagem alguns registros do relatório estão sendo apresentados sem o Usuário Fatura conforme Excel em anexo.

Base disponível em: https://drive.google.com/file/d/1LzwnNrA9qSVfB3CAAEumxDMbyUnjiMla/view?usp=sharing",8932,7/1/2021,Fechada,Suporte Técnico,Elaine,Notas sem usuario de Faturamento Informado,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1518,Encaminhado o e-mail padrão informando que a atualização do sistema já está disponível e aguardando o retorno do cliente.,6973,16/6/2020,Fechada,Suporte Técnico,Enghel,Atualização do sistema,MATERCIC
1519,Encaminhado o e-mail padrão informando que a atualização do sistema já está disponível e aguardando o retorno do cliente.,6976,16/6/2020,Fechada,Suporte Técnico,Enghel,Atualização do sistema,BAGNOLIN
1520,"Teve uma queda de energia, não estou conseguindo executar o sistema na minha maquina",8279,11/11/2020,Fechada,Suporte Técnico,Ana,Não esta abrindo o sistema,RG LOCAÇÃO DE EMPILHADEIRAS LTDA
1521,cliente nao tem o email no sistema e gostaria do xml de um cliente,6989,16/6/2020,Fechada,Suporte Técnico,Ana,Encontrar o xml,SPINE7
1522,"Ao enviar a nota fiscal está apresentando erro de "" DUPLICIDADE DE NFE""",8982,11/1/2021,Fechada,Suporte Técnico,Ana,Erro de emissão de nota,CHEMIGZ
1523,Cliente esta com duvida de como emitir uma nota de anulação de frete,6990,16/6/2020,Fechada,Suporte Técnico,Ana,Emissão de nota de anulação,LINHACO
1524,"Quando estou enviando esta apresento erro de conexão, mas esta aberto o nfe ",8280,11/11/2020,Fechada,Suporte Técnico,Ana,Não estou encontrando uma nfe,LINHACO
1525,"<pre>
Como que o sistema deixa finalizar uma nota de devolução sem estar referenciado a anterior? Isso me parece uma determinação/orientação legal/fiscal e não opcional ( referenciar a NF). Portanto se esta informação estiver correta ( não ser opcional) o sistema tem que nos dar esta segurança operacional. Aguardo retorno.
</pre>

Quando for realizado uma nota com uma cfop do tipo DEVOLUÇÃO, não permitir que o sistema grave sem ter informado a nota referenciada ( igual ao sistema do mastercom), Realizei o teste para verificar e realmente o sistema permite gravar sem informar a nota referenciada",7499,19/8/2020,Fechada,Suporte Técnico,Ana,Bloqueio Devolução,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1526,Cliente estava com uma nfe de devolução que estava apresentando erro no envio,8281,11/11/2020,Fechada,Suporte Técnico,Ana,Rejeição de NFE,DDN CONFECCOES
1527,preciso de uma ajuda numa devolução de uma nfc que emiti incorretamente,7498,19/8/2020,Fechada,Suporte Técnico,Ana,Devolução,LANCASTER PARTICIPAÇÕES E EMPREENDIMENTOS TURISTICOS LTDA
1528,"Boa tarde,

 

Segue NF 108701 com divergência.

 

Obs: Número de série aparece  108701 – Na fatura aparece 108700.

 

Att,",7490,19/8/2020,Fechada,Suporte Técnico,Ana,NF 108701 Numero de série e numero fatura diferente,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1529,"Ao tentar gerar o email está apresentando erro ""unable to login""",8987,12/1/2021,Fechada,Suporte Técnico,Ana,Erro no envio de email,PEGAZA COMERCIO DE PLASTICOS E ESPUMAS
1530,"Cliente adquiriu uma nova empresa, e gostaria de saber a questão de valores para colocar na mesma base.

Otaviano - Implanews de Brasília.
61 9 9584-8498",8263,11/11/2020,Fechada,Suporte Técnico,Ana,Nova empresa no sistema,IMPLANEWS - BETHA IMPLANTES
1531,"Cliente estava solicitando a implantação da tabela ibpt pois quando estava gerando nota apresentava a mensagem ""Código NCM não encontrado na tabela IBPT"".

Tabela IBPT PR implantada.",6994,17/6/2020,Fechada,Suporte Técnico,Enghel,Tabela IBPT,CARNEIROS SYSTEM LTDA
1532,Ajustado o novo certificado no sistema,6988,16/6/2020,Fechada,Suporte Técnico,Ana,certificado,L G DA SILVA CAFES - ME COFFESUL
1533,"Cliente precisa que tenha uma maneira de bloquear no venda rápida a seguinte opção quando tem um produto informado, ao clicar com o botão direito do mouse apresenta a seguinte opção ""ALTERAR VALOR DO PRODUTO"", no nível dos vendedores já esta desmarcado para alterar o preço de saida, mas por esta opção eles estão conseguindo alterar os valores.

Verificar a possibilidade de deixar esta opção para liberar por níveis ou quando o checkbox em programas de alteração de preço estiver desmarcado não habilitar esta opção.",7496,19/8/2020,Fechada,Suporte Técnico,Ana,Bloqueio da Alteração de Preço,MADECO
1534,"Cliente verificou que a cst do ipi de um dos itens estava divergente, mas ela ja havia faturado o pedido para nota",8992,12/1/2021,Fechada,Suporte Técnico,Ana,Ajuste de cst ipi,BAGNOLIN
1535,"Movimento - venda rápida

Cliente precisa que os vendedores visualizem somente suas vendas, os somente os orçamentos, mas ao desmarcar o chekbox ""vizualiza todas as vendas"",
Nao esta apresentando nenhuma entidade.",7497,19/8/2020,Fechada,Suporte Técnico,Ana,Todas as Vendas,MADECO
1536,Renovação Certificado,8991,12/1/2021,Fechada,Suporte Técnico,Ana,Renovação Certificado,PEGAZA COMERCIO DE PLASTICOS E ESPUMAS
1537,"Cliente precisa gerar uma nota de devolução, e esta com algumas duvidas em relação",8983,11/1/2021,Fechada,Suporte Técnico,Ana,Duvida devolução,KN MAQUINAS
1538,Cliente estava gerando uma nfe e de acordo om ela não estava gerando ipi,8984,11/1/2021,Fechada,Suporte Técnico,Ana,Erro de emissão de nota,DDN CONFECCOES
1539,"Cliente entrou em contato pois no venda rápida não estava conseguindo enviar nota para a receita, apresenta um erro de ""violação de acesso 400005dc5"" como o cliente estava com a versão de 20.04 pedi para que todos saíssem do sistema para eu rodar a atualização, ao atualizar e tentar abrir o sistema apresentou essa mensagem anexada. A ana me passou um script pra rodar mas não consegui pois quando tento abrir o sistema ele carrega e então abre direto no erro.",6991,16/6/2020,Fechada,Suporte Técnico,Enghel,Atualização do sistema deu erro,KIREI
1540,implantar o arquivo de teste,7003,17/6/2020,Fechada,Suporte Técnico,Ana,Arquivo de teste,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1541,Ajuste de Layout de Pedido que estava repetindo os campos,7501,20/8/2020,Fechada,Suporte Técnico,Ana,Ajuste de Layout de Pedido,ATACADAO DA SOLA
1542,"Estamos conhecendo o sistema de vcs , mas to perdida.
Não consigo localizar, Qual é o processo para montar um pedido, exemplo, as movimentações precisam ser criadas
quero montar um pedido de venda ou de consignação ...como eu faço",8995,12/1/2021,Fechada,Suporte Técnico,Ana,Duvida,SPACE MEDICAL DISTRIBUIDORA LTDA
1543,"Cliente precisava fazer uma nota de devolução e não sabia como fazer o processo de gerar uma nota de entrada com o produto e depois fazer a nota fiscal informando uma cfop de devolução e referenciando a nota de entrada, importar os produtos e fazer o processo de envio.
Conectei e ajudei no processo de gerar a nota de entrada, criei a nota de devolução e deixei pronta para apenas faturar quando cliente quiser",7004,17/6/2020,Fechada,Suporte Técnico,Enghel,Nota de devolução,MEGAMAX AMBIENTES
1544,Cliente esta cadastrando o cliente e deu a mensagem de erro estado nao cadastrado,7005,17/6/2020,Fechada,Suporte Técnico,Ana,Estado nao preenchido,BAGNOLIN
1545,Cliente perdeu o Layout de Pedido,8994,12/1/2021,Fechada,Suporte Técnico,Elaine,Configurar Layout de pedido,RGM
1546,esta apresentando Duplicidade de nota ,7507,21/8/2020,Fechada,Suporte Técnico,Ana,Duplicidade de Nota ,AGNUS MEDICAL
1547,estou com erro num cupom fiscal,7508,21/8/2020,Fechada,Suporte Técnico,Ana,Duplicidade com Diferença na Chave,OPT FOTO OPTICA LTDA ME   (OPTICALL)
1548,"""Olá Prezados, bom dia!""
 
Peço a gentileza de verificar/ajustar uma situação que vem ocorrendo em nossos produtos.
Segue Print de dois itens que apresentaram essa inconsistência.
 
Segundo nosso responsável pelo estoque, esse problema vem ocorrendo ao fazer o cancelamento de um pedido/nota, o produto volta ao estoque, porem, sem o serial impossibilitando a movimentação do mesmo.
Qualquer duvida por gentileza entrar em contado com José responsável pelo processo.
OBS: Já foi utilizado o recurso de recalcular estoque pela movimentação.

Base disponível em: https://drive.google.com/file/d/16v0ceZsSzGAUXxFg2F_FaBo8V8a4p17h/view?usp=sharing",7506,20/8/2020,Fechada,Suporte Técnico,Enghel,Ajuste no Estoque de seriais,SANDIPEL COM.DE SUP.MAQ.E ASS.TECNICA LTDA
1549,"Cliente entrou em contato relatando que o banco está retornando com um determinado erro (será anexado).
Pediu por gentileza prioridade nessa OS pois ele não pode ficar sem emitir boleto.
Print com informações de cliente e período
Banco: Santander
Carteira: 101

Base disponível: https://drive.google.com/file/d/1ePRxrADcj0BHlLtBKwYyQXkR44KkJius/view?usp=sharing",7503,20/8/2020,Fechada,Suporte Técnico,Enghel,Erro de retorno do banco,IN VINO VERITAS
1550,"ao tentar imprimir a RM esta apresentando erro de violação de acesso, conforme contato com o desenvolvedor Andre, renomeie o layout CHECKLIST.RTM dentro da pasta, e abri um novo mas quando vou fazer a impressão com o layout novo ao invés de abrir na tela para visualizar antes da impressão ele abre direto a tela para imprimir

base e layout disponível em: https://drive.google.com/drive/folders/1JZOz0k2ryi8fUO9v2s_9wCWcoFvwAQxY?usp=sharing",7505,20/8/2020,Fechada,Suporte Técnico,Ana,Erro na RM ,BRO ORTOPEDIA
1551,auxilio para gerar os arquivos xml,7500,20/8/2020,Fechada,Suporte Técnico,Ana,auxilio ,TOP SURGICAL
1552,"Quando selecionamos um campo nas configurações ( ex. nota) , ele não fica fixo... ele retorna ao original.",7027,18/6/2020,Fechada,Suporte Técnico,Ana,Campos configuração,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1553,"Ontem o Cleverson mexeu para atualizar dados para o aplicativo, Até ontem estava funcionando normalmente, O Cleverson mexeu e parou de funcionar",8996,12/1/2021,Fechada,Suporte Técnico,Ana,Não esta enviando nota fiscal,BIOCRYSTAL
1554,"Durante a entrada da nota fiscal 33532 foi selecionada primeiramente uma CFOP que geraria estoque, e antes mesmo de gravar a nota
foi alterado a CFOP para uma que não geraria nem estoque nem financeiro. Creio que o erro no sistema se deu nessa etapa.
Acabei de dar entrada usando o mesmo CFOP de entrada sem estoque e sem financeiro, porém desta vez não foi selecionado
primeiramente uma CFOP que geraria estoque, e nesse segundo caso não evidenciei o erro.
Então voltamos naquele erro que eu havia mencionado meses atrás, alterando qualquer dado da entrada o sistema está gerando
uma informação que não é substituída após alteração desse determinado dado. Se você se recordar isso estava acontecendo com
os produtos em si, quanto alterávamos qualquer informação do produto, seja preço, lote etc durante a entrada de mercadoria, o sistema
ou multiplicava a quantidade do item ou subtraia.

Base disponível: ",6967,16/6/2020,Fechada,Suporte Técnico,Enghel,Erro de estoque,PROFFIX COMERCIO DE EQUIPAMENTO MÉDICOS E HOSPITALARES LTDA
1555,"Auxilio para a entrada de uma nota fiscal, para gerar a devolução",8997,12/1/2021,Fechada,Suporte Técnico,Ana,Auxilio Entrada de mercadoria,KALARRAM MODAS
1556,"Cliente me passou que a nfe de exportação do mesmo fcoi rejeitada pelo despachante por nao apresentar os campos de unidade tributavel

- pedi que ele me encaminhasse o xml da nota no aguardo

base disponivel em:https://drive.google.com/drive/folders/1VYZkvWJA6TWf9ZGWjB50oPUjZLTEOlSY?usp=sharing",7023,18/6/2020,Fechada,Suporte Técnico,Ana,NFE EXPORTAÇÃO REJEITADA,FARMATEX DO BRASIL S/A
1557,nao to conseguindo tirar uma nf,7009,17/6/2020,Fechada,Suporte Técnico,Ana,nao to conseguindo tirar uma nf,REALMAD CR3
1558,Liberação de acesso,7510,21/8/2020,Fechada,Suporte Técnico,Ana,Liberação de Acesso,LANCASTER PARTICIPAÇÕES E EMPREENDIMENTOS TURISTICOS LTDA
1559,estou com uma nota que apresentou duplicidade,7053,22/6/2020,Fechada,Suporte Técnico,Ana,Nota apresentou duplicidade,LASSALE JOIAS
1560,"Cliente entrou em contato relatando que para os filtros Fat. Pendente/Faturados o sistema não está imprimindo o Relatório Personalizado.

Menu - Movimentações - Saídas - Pedido de venda
Aba Impressão - Relatório Personalizado

Na tela de Pedido de venda, com o Filtro de Faturados, seleciono a Nota e clico no botão de Impressão-Relatório Personalizado.
O sistema não apresenta a tela de Gerador de relatório Padrão para gerar o relatório
!RelPadrao.png! 
(Quando selecionado os demais filtros, selecionado o botão de Impressão - Relatório Personalizado, o sistema apresenta a tela de Gerenciado de relatório padrão e posteriormente o relatório).

Base: https://drive.google.com/file/d/1fJPKtqF-ag85qNH3b1MbtifDCqh3s-Z7/view?usp=sharing

",8282,11/11/2020,Fechada,Suporte Técnico,Elaine,Sistema não apresenta Relatório Personalizado na tela de Pedido (Para determinado filtro),X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
1561,"Cliente reportou que não estava ocorrendo as sincronizações dos pedidos de vendas vindos do aplicativo.
Então visto que o problema poderia estar no endereçamento da URL, pois ocorreu mudança durante o dia de ontem. Essa situação foi conformada pelo departamento técnico que disponibilizou uma versão do masternfe.jar corrigida a qual acompanha nesse protocolo.
----
https://drive.google.com/file/d/1PLvNMeMU0r5F0R_OERYNliPuC51lCyDC/view?usp=sharing

[08:42, 23/06/2020] M. Carlson Weber Filho: Criei uma opção ali na tela de configuração de app móvel para informar a ""URL base do MastercomWeb""
 Vai estar em branco. Preencha com bpm.mastercim.info",7055,23/6/2020,Fechada,Suporte Técnico,Cleverson,Sincronização com Aplicativo de Pedidos,PEGAZA COMERCIO DE PLASTICOS E ESPUMAS
1562,"Ajustado o estoque de dois itens que nao foram lançando na nota de entrada, e o nfe nao esta ficando operacional
",7513,21/8/2020,Fechada,Suporte Técnico,Ana,Ajuste de estoque e Certificado,TITANIUM
1563,Realizado contato com cliente e feito a substituição do masternfe (URL base do MastercomWeb) garantindo o processo de sincronização.,7057,23/6/2020,Fechada,Suporte Técnico,Cleverson,Atualizar masternfe (URL base do MastercomWeb),L G DA SILVA CAFES - ME COFFESUL
1564,"Cliente relatou que apos a atualização no cadastro do cep saiu a opção onde mostrava por exemplo na WINSTON CHURCHILL apresentava dois cadastros um informando de ia de um certo numero ate outro numero e o outro cadastro informava o restante dos numeros, agora esta apresentando os dois sem o numero

!cad_cep.jpeg!",7013,17/6/2020,Fechada,Suporte Técnico,Ana,Cadastro de CEP,MATERCIC
1565,Ajuste no caminho dos layout,7011,17/6/2020,Fechada,Suporte Técnico,Ana,ajuste de caminhos,KN MAQUINAS
1566,Cliente perdeu a maquina que era o servidor,8848,23/12/2020,Fechada,Suporte Técnico,Elaine,Cliente perdeu a maquina servidor - reinstalar sistema,RGM
1567,"AO gerar a nfe etá apresentando erro de ""FALHA NO SCHEMA DO XML""",9461,18/2/2021,Fechada,Suporte Técnico,Ana,Rejeição de NFE,BRO ORTOPEDIA
1568,cliente nao esta conseguindo gravar uma nfe,7012,17/6/2020,Fechada,Suporte Técnico,Ana,erro na nota fiscal,BAGNOLIN
1569,Cliente queria uma auxilio numa nota complementar,7007,17/6/2020,Fechada,Suporte Técnico,Ana,Auxilio Nota complementar,DDN CONFECCOES
1570,Ao emitir a nota o sistema estava apresentando mensagem de uso denegado,9008,13/1/2021,Fechada,Suporte Técnico,Elaine,Nota com mensagem de erro,TRAVESSIA GUARATUBA
